"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-19",,"20.4",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-20",,"19.3",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-21",,"18.7",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-22",,"18.1",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-23",,"18.1",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-24",,"19.2",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-25",,"19.0",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-26",,"19.2",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-27",,"19.0",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-28",,"19.7",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-06-29",,"19.3",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-07-01",,"18.9",,
"PEM00084531","TENIENTE JAIME A DE MONTREUIL, PE","2024-07-02",,"19.4",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-02-02",,"18.5",,"6.6"
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-02-14",,"20.9",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-03-05",,"19.2",,"6.3"
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-03-12",,"20.6",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-03-21","1.0","17.8",,"7.2"
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-04-27",,"17.7",,"7.6"
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-05-02",,"20.5",,"7.5"
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-11",,"19.0",,"3.2"
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-12",,"20.9",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-13",,"19.1",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-14",,"19.0",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-15",,"21.2",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-17",,"21.9",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-18",,"21.2",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-19",,"19.8",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-20",,"17.9",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-21",,"17.6",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-22",,"20.4",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-24",,"21.8",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-25",,"21.2",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-26",,"20.5",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-27",,"20.1",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-28",,"19.8",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-06-29",,"19.9",,
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-07-01",,"18.1",,"5.6"
"PEM00084542","COMANDANTE FAP GERMAN ARIAS G, PE","2024-07-02",,"21.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-01","4.1","20.7",,"17.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-02","0.0","24.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-03",,"24.1",,"15.2"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-04",,"21.6",,"16.8"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-05",,"21.1",,"17.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-06",,"23.2",,"15.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-07",,"24.8",,"15.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-08","0.0","26.4",,"16.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-09","0.0","23.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-10",,"25.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-11",,"26.1",,"18.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-12",,"26.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-13",,"26.6",,"19.4"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-14",,"26.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-15",,"22.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-16",,"25.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-17",,"25.9",,"17.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-18",,"26.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-19",,"27.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-20",,"25.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-21",,"22.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-22",,"24.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-23",,"19.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-24",,"24.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-25",,"20.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-26",,"19.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-27",,"23.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-28",,"25.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-29",,"21.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-11-30",,"23.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-01",,"22.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-02",,"24.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-03",,"25.1",,"17.4"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-04",,"25.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-05",,"20.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-06",,"23.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-07",,"23.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-08",,"23.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-09","2.0","22.3",,"17.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-10","0.0","25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-11",,"26.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-12",,"26.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-13",,"25.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-14","3.0","22.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-15","0.0","25.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-16",,"23.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-17",,"23.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-18",,"24.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-19",,"26.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-20",,"20.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-21",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-22","7.1","22.2",,"18.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-23","1.0","22.0",,"17.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-24","0.0","26.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-25",,"21.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-26",,"21.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-27",,"20.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-28",,"22.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-29",,"24.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-30",,"24.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2023-12-31",,"19.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-01",,"24.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-02",,"18.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-03",,"20.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-04",,"21.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-05",,"23.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-06",,"22.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-07",,"23.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-08",,"23.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-09",,"25.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-10",,"22.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-11",,"24.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-12",,"22.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-13",,"24.1",,"15.3"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-14",,"21.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-15",,"23.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-16",,"24.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-17",,"23.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-18",,"22.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-19",,"24.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-20",,"22.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-21",,"21.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-22",,"23.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-23",,"26.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-24",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-25",,"25.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-26",,"25.4",,"17.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-27",,"23.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-28",,"21.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-29",,"24.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-30",,"23.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-01-31",,"21.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-01",,"23.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-02",,"23.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-03",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-04",,"24.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-05",,"24.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-06",,"24.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-07",,"24.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-08",,"25.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-09",,"22.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-10",,"25.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-11",,"26.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-12",,"24.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-13",,"24.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-14",,"23.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-15",,"24.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-16",,"24.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-17",,"22.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-18",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-19",,"25.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-20",,"26.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-21",,"25.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-22",,"25.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-23",,"25.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-24","4.1","22.2",,"17.5"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-25","0.0","19.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-26",,"23.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-27",,"22.6",,"16.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-28",,"18.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-02-29",,"23.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-01",,"21.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-02",,"22.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-03",,"25.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-04",,"21.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-05",,"24.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-06",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-07",,"21.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-08",,"22.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-09",,"24.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-10",,"22.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-11",,"24.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-12",,"23.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-13","1.0","26.1",,"16.8"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-14","0.0","26.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-15",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-16",,"24.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-17",,"25.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-18",,"23.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-19",,"22.5",,"18.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-20",,"24.6",,"17.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-21",,"22.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-22",,"21.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-23","6.1","19.6",,"16.8"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-24","4.1","23.3",,"15.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-25","0.0","25.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-26",,"26.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-03-27",,"22.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-01",,"21.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-03","0.0","23.0",,"18.3"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-04",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-05",,"22.0",,"17.3"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-06",,"23.1",,"15.8"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-07","4.1","24.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-08","0.3","22.2",,"17.4"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-09","0.0","23.3",,"16.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-10",,"24.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-11",,"25.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-12",,"24.7",,"11.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-13",,"25.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-14",,"24.3",,"17.8"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-15",,"24.5",,"16.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-16",,"25.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-17",,"24.5",,"19.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-18",,"24.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-19",,"23.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-20",,"24.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-21",,"24.1",,"17.8"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-22",,"24.5",,"16.2"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-23",,"25.1",,"18.2"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-24","0.0","25.2",,"16.6"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-25",,"27.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-26",,"24.2",,"18.2"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-27",,"26.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-28",,"25.1",,"16.0"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-29",,"24.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-04-30",,"25.1",,"16.4"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-01",,"25.2",,"15.4"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-02",,"27.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-03",,"24.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-04",,"21.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-05",,"24.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-06",,"26.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-07",,"24.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-08",,"26.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-09",,"27.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-10",,"25.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-11",,"25.2",,"18.8"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-12",,"25.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-13",,"24.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-14",,"22.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-15","0.0","23.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-16",,"24.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-17",,"25.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-18",,"25.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-19",,"25.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-20",,"25.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-21",,"25.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-22",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-23",,"25.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-24",,"25.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-25",,"25.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-26",,"23.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-27",,"25.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-28",,"24.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-29",,"25.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-30",,"23.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-05-31",,"23.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-01",,"23.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-02",,"23.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-03",,"22.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-04",,"23.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-05",,"22.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-06",,"23.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-07",,"23.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-08",,"23.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-09",,"23.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-10",,"22.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-11",,"22.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-12",,"24.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-13",,"23.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-14",,"25.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-15",,"23.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-16",,"24.9",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-17",,"23.4",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-18",,"23.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-19",,"18.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-20",,"19.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-21",,"18.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-22",,"23.2",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-23",,"23.8",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-24",,"23.5",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-25",,"24.0",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-26",,"23.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-27",,"24.1",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-28",,"23.3",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-29",,"22.6",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-06-30",,"23.7",,
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-07-01",,"23.1",,"14.8"
"PEM00084564","ALFEREZ FAP D F FERNANDINI, PE","2024-07-02",,"23.1",,
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-01",,"20.7",,"18.8"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-02",,"20.6",,
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-03",,"20.3",,"17.0"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-04",,"20.5",,"17.6"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-05",,"20.9",,"18.8"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-06",,"20.6",,"18.9"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-07",,"21.3",,"18.4"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-08",,"21.2",,"18.1"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-09",,"21.4",,"18.0"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-10",,"21.3",,"18.8"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-11",,"21.2",,"18.6"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-12",,"21.7",,
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-13",,"22.1",,"19.0"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-14",,"21.4",,"18.5"
"PEM00084452","CAPT JOSE A QUINONES GONZALE, PE","2023-11-15",,"21.4",,"19.0"
