"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-15",,"33.0",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-16",,"29.6",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-17",,"30.6",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-18",,"26.4",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-19",,"31.8",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-20",,"30.6",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-21",,"31.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-22",,"29.6",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-23",,"30.1",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-24",,"28.8",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-25",,"30.1",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-26",,"31.6",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-27",,"27.1",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-28",,"29.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-29",,"32.0",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-04-30",,"32.4",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-01",,"29.4",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-02",,"32.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-03",,"28.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-04",,"25.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-05",,"30.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-06",,"31.1",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-07",,"30.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-08",,"30.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-09",,"29.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-10",,"30.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-11",,"31.8",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-12",,"32.3",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-13",,"32.1",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-14",,"28.8",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-15",,"24.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-16",,"25.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-17",,"28.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-18",,"30.3",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-19",,"25.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-20",,"25.2",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-21",,"29.3",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-22",,"29.6",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-23",,"31.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-24",,"31.8",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-25",,"28.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-26",,"26.3",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-27",,"26.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-28",,"27.4",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-29",,"25.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-30",,"24.2",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-05-31",,"24.1",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-01",,"26.6",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-02",,"28.3",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-03",,"29.8",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-04",,"27.3",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-05",,"27.8",,"21.5"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-06",,"28.4",,"22.0"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-07",,"29.8",,"23.1"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-08",,"29.3",,"24.3"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-09",,"29.1",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-10",,"30.1",,"23.5"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-11",,"29.3",,"24.4"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-12",,"28.9",,"24.0"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-13",,"29.9",,"24.0"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-14",,"29.5",,"24.2"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-15",,"29.9",,"24.8"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-16",,"27.6",,"23.1"
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-17",,"31.2",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-18",,"31.2",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-19",,"29.6",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-20",,"28.0",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-21",,"26.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-22",,"29.8",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-23",,"30.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-24",,"31.2",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-25",,"28.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-26",,"29.9",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-27",,"28.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-28",,"30.7",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-29",,"31.3",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-06-30",,"28.2",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-07-01",,"27.8",,
"PEM00084425","MOISES BENZAQUEN RENGIFO, PE","2024-07-02",,"26.6",,
"PE000084444","CHACHAPOYAS, PE","2023-11-01",,"20.6",,
"PE000084444","CHACHAPOYAS, PE","2023-11-02",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2023-11-03",,"19.6",,
"PE000084444","CHACHAPOYAS, PE","2023-11-04",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2023-11-05",,"14.1",,
"PE000084444","CHACHAPOYAS, PE","2023-11-06",,"15.7",,
"PE000084444","CHACHAPOYAS, PE","2023-11-07",,"19.1",,
"PE000084444","CHACHAPOYAS, PE","2023-11-08",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2023-11-09",,"17.2",,
"PE000084444","CHACHAPOYAS, PE","2023-11-10",,"18.9",,
"PE000084444","CHACHAPOYAS, PE","2023-11-11",,"18.7",,
"PE000084444","CHACHAPOYAS, PE","2023-11-12",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2023-11-13",,"19.1",,
"PE000084444","CHACHAPOYAS, PE","2023-11-14",,"18.4",,
"PE000084444","CHACHAPOYAS, PE","2023-11-15",,"14.9",,
"PE000084444","CHACHAPOYAS, PE","2023-11-16",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2023-11-17",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2023-11-18",,"18.2",,
"PE000084444","CHACHAPOYAS, PE","2023-11-19",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2023-11-20",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2023-11-21",,"20.4",,
"PE000084444","CHACHAPOYAS, PE","2023-11-22",,"21.7",,
"PE000084444","CHACHAPOYAS, PE","2023-11-23",,"18.7",,
"PE000084444","CHACHAPOYAS, PE","2023-11-24",,"19.5",,
"PE000084444","CHACHAPOYAS, PE","2023-11-25",,"18.8",,
"PE000084444","CHACHAPOYAS, PE","2023-11-26",,"14.3",,
"PE000084444","CHACHAPOYAS, PE","2023-11-27",,"15.4",,
"PE000084444","CHACHAPOYAS, PE","2023-11-28",,"16.2",,
"PE000084444","CHACHAPOYAS, PE","2023-11-29",,"17.1",,
"PE000084444","CHACHAPOYAS, PE","2023-11-30",,"18.0",,
"PE000084444","CHACHAPOYAS, PE","2023-12-01",,"15.6",,
"PE000084444","CHACHAPOYAS, PE","2023-12-02",,"15.1",,
"PE000084444","CHACHAPOYAS, PE","2023-12-03",,"15.6",,
"PE000084444","CHACHAPOYAS, PE","2023-12-04",,"15.7",,
"PE000084444","CHACHAPOYAS, PE","2023-12-05",,"15.1",,
"PE000084444","CHACHAPOYAS, PE","2023-12-06",,"15.0",,
"PE000084444","CHACHAPOYAS, PE","2023-12-07",,"15.8",,
"PE000084444","CHACHAPOYAS, PE","2023-12-08",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2023-12-09",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2023-12-10",,"17.0",,
"PE000084444","CHACHAPOYAS, PE","2023-12-11",,"19.6",,
"PE000084444","CHACHAPOYAS, PE","2023-12-12",,"17.4",,
"PE000084444","CHACHAPOYAS, PE","2023-12-13",,"15.5",,
"PE000084444","CHACHAPOYAS, PE","2023-12-14",,"16.1",,
"PE000084444","CHACHAPOYAS, PE","2023-12-15",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2023-12-16",,"15.4",,
"PE000084444","CHACHAPOYAS, PE","2023-12-17",,"14.6",,
"PE000084444","CHACHAPOYAS, PE","2023-12-18",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2023-12-19",,"19.1",,
"PE000084444","CHACHAPOYAS, PE","2023-12-20",,"19.7",,
"PE000084444","CHACHAPOYAS, PE","2023-12-21",,"18.1",,
"PE000084444","CHACHAPOYAS, PE","2023-12-22",,"17.4",,
"PE000084444","CHACHAPOYAS, PE","2023-12-23",,"16.0",,
"PE000084444","CHACHAPOYAS, PE","2023-12-24",,"17.0",,
"PE000084444","CHACHAPOYAS, PE","2023-12-25",,"15.8",,
"PE000084444","CHACHAPOYAS, PE","2023-12-26",,"18.1",,
"PE000084444","CHACHAPOYAS, PE","2023-12-27",,"13.2",,
"PE000084444","CHACHAPOYAS, PE","2023-12-28",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2023-12-29",,"16.1",,
"PE000084444","CHACHAPOYAS, PE","2023-12-30",,"16.9",,
"PE000084444","CHACHAPOYAS, PE","2024-01-01",,"18.4",,
"PE000084444","CHACHAPOYAS, PE","2024-01-02",,"19.5",,
"PE000084444","CHACHAPOYAS, PE","2024-01-03",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2024-01-04",,"18.3",,
"PE000084444","CHACHAPOYAS, PE","2024-01-05",,"17.1",,
"PE000084444","CHACHAPOYAS, PE","2024-01-06",,"15.2",,
"PE000084444","CHACHAPOYAS, PE","2024-01-08",,"15.2",,
"PE000084444","CHACHAPOYAS, PE","2024-01-09",,"16.1",,
"PE000084444","CHACHAPOYAS, PE","2024-01-10",,"16.2",,
"PE000084444","CHACHAPOYAS, PE","2024-01-11",,"16.2",,
"PE000084444","CHACHAPOYAS, PE","2024-01-12",,"16.5",,
"PE000084444","CHACHAPOYAS, PE","2024-01-13",,"18.2",,
"PE000084444","CHACHAPOYAS, PE","2024-01-15",,"14.9",,
"PE000084444","CHACHAPOYAS, PE","2024-01-16",,"14.9",,
"PE000084444","CHACHAPOYAS, PE","2024-01-17",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2024-01-18",,"13.7",,
"PE000084444","CHACHAPOYAS, PE","2024-01-19",,"14.4",,
"PE000084444","CHACHAPOYAS, PE","2024-01-20",,"15.4",,
"PE000084444","CHACHAPOYAS, PE","2024-01-22",,"14.3",,
"PE000084444","CHACHAPOYAS, PE","2024-01-23",,"14.3",,
"PE000084444","CHACHAPOYAS, PE","2024-01-24",,"14.9",,
"PE000084444","CHACHAPOYAS, PE","2024-01-25",,"18.4",,
"PE000084444","CHACHAPOYAS, PE","2024-01-26",,"18.9",,
"PE000084444","CHACHAPOYAS, PE","2024-01-27",,"18.4",,
"PE000084444","CHACHAPOYAS, PE","2024-01-28",,"17.9",,
"PE000084444","CHACHAPOYAS, PE","2024-01-29",,"17.4",,
"PE000084444","CHACHAPOYAS, PE","2024-01-30",,"18.0",,
"PE000084444","CHACHAPOYAS, PE","2024-01-31",,"16.9",,
"PE000084444","CHACHAPOYAS, PE","2024-02-01",,"16.3",,
"PE000084444","CHACHAPOYAS, PE","2024-02-02",,"17.1",,
"PE000084444","CHACHAPOYAS, PE","2024-02-03",,"14.7",,
"PE000084444","CHACHAPOYAS, PE","2024-02-05",,"16.3",,
"PE000084444","CHACHAPOYAS, PE","2024-02-06",,"18.4",,
"PE000084444","CHACHAPOYAS, PE","2024-02-07",,"16.8",,
"PE000084444","CHACHAPOYAS, PE","2024-02-08",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2024-02-09",,"18.3",,
"PE000084444","CHACHAPOYAS, PE","2024-02-10",,"18.8",,
"PE000084444","CHACHAPOYAS, PE","2024-02-12",,"15.6",,
"PE000084444","CHACHAPOYAS, PE","2024-02-13",,"14.8",,
"PE000084444","CHACHAPOYAS, PE","2024-02-14",,"16.5",,
"PE000084444","CHACHAPOYAS, PE","2024-02-15",,"17.5",,
"PE000084444","CHACHAPOYAS, PE","2024-02-16",,"17.9",,
"PE000084444","CHACHAPOYAS, PE","2024-02-17",,"17.4",,
"PE000084444","CHACHAPOYAS, PE","2024-02-18",,"16.0",,
"PE000084444","CHACHAPOYAS, PE","2024-02-19",,"17.9",,
"PE000084444","CHACHAPOYAS, PE","2024-02-20",,"19.2",,
"PE000084444","CHACHAPOYAS, PE","2024-02-21",,"20.6",,
"PE000084444","CHACHAPOYAS, PE","2024-02-22",,"19.7",,
"PE000084444","CHACHAPOYAS, PE","2024-02-23",,"20.1",,
"PE000084444","CHACHAPOYAS, PE","2024-02-24",,"19.3",,
"PE000084444","CHACHAPOYAS, PE","2024-02-25",,"15.4",,
"PE000084444","CHACHAPOYAS, PE","2024-02-26",,"16.9",,
"PE000084444","CHACHAPOYAS, PE","2024-02-27",,"15.7",,
"PE000084444","CHACHAPOYAS, PE","2024-02-28",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2024-02-29",,"17.0",,
"PE000084444","CHACHAPOYAS, PE","2024-03-01",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2024-03-02",,"14.6",,
"PE000084444","CHACHAPOYAS, PE","2024-03-03",,"15.3",,
"PE000084444","CHACHAPOYAS, PE","2024-03-04",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2024-03-05",,"16.9",,
"PE000084444","CHACHAPOYAS, PE","2024-03-06",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2024-03-07",,"15.7",,
"PE000084444","CHACHAPOYAS, PE","2024-03-08",,"15.7",,
"PE000084444","CHACHAPOYAS, PE","2024-03-09",,"16.9",,
"PE000084444","CHACHAPOYAS, PE","2024-03-10",,"15.7",,
"PE000084444","CHACHAPOYAS, PE","2024-03-11",,"17.7",,
"PE000084444","CHACHAPOYAS, PE","2024-03-12",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2024-03-13",,"17.9",,
"PE000084444","CHACHAPOYAS, PE","2024-03-14",,"17.2",,
"PE000084444","CHACHAPOYAS, PE","2024-03-15",,"17.9",,
"PE000084444","CHACHAPOYAS, PE","2024-03-16",,"16.9",,
"PE000084444","CHACHAPOYAS, PE","2024-03-17",,"15.8",,
"PE000084444","CHACHAPOYAS, PE","2024-03-18",,"15.7",,
"PE000084444","CHACHAPOYAS, PE","2024-03-19",,"14.8",,
"PE000084444","CHACHAPOYAS, PE","2024-03-20",,"18.6",,
"PE000084444","CHACHAPOYAS, PE","2024-03-21",,"20.3",,
"PE000084444","CHACHAPOYAS, PE","2024-03-22",,"17.0",,
"PE000084444","CHACHAPOYAS, PE","2024-03-23",,"17.0",,
"PE000084444","CHACHAPOYAS, PE","2024-03-24",,"16.8",,
"PE000084444","CHACHAPOYAS, PE","2024-03-25",,"20.6",,
"PE000084444","CHACHAPOYAS, PE","2024-03-26",,"19.2",,
"PE000084444","CHACHAPOYAS, PE","2024-03-27",,"18.7",,
"PE000084444","CHACHAPOYAS, PE","2024-04-01",,"16.1",,
"PE000084444","CHACHAPOYAS, PE","2024-04-03",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2024-04-04",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2024-04-05",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2024-04-06",,"16.0",,
"PE000084444","CHACHAPOYAS, PE","2024-04-07",,"15.1",,
"PE000084444","CHACHAPOYAS, PE","2024-04-08",,"15.6",,
"PE000084444","CHACHAPOYAS, PE","2024-04-09",,"15.1",,
"PE000084444","CHACHAPOYAS, PE","2024-04-10",,"17.1",,
"PE000084444","CHACHAPOYAS, PE","2024-04-11",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2024-04-12",,"18.2",,
"PE000084444","CHACHAPOYAS, PE","2024-04-13",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-04-14",,"16.7",,
"PE000084444","CHACHAPOYAS, PE","2024-04-15",,"19.7",,
"PE000084444","CHACHAPOYAS, PE","2024-04-16",,"16.9",,
"PE000084444","CHACHAPOYAS, PE","2024-04-17",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-04-18",,"18.5",,
"PE000084444","CHACHAPOYAS, PE","2024-04-19",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-04-20",,"18.0",,
"PE000084444","CHACHAPOYAS, PE","2024-04-21",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-04-22",,"17.2",,
"PE000084444","CHACHAPOYAS, PE","2024-04-23",,"17.5",,
"PE000084444","CHACHAPOYAS, PE","2024-04-24",,"15.7",,
"PE000084444","CHACHAPOYAS, PE","2024-04-25",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2024-04-26",,"18.1",,
"PE000084444","CHACHAPOYAS, PE","2024-04-27",,"16.3",,"11.5"
"PE000084444","CHACHAPOYAS, PE","2024-04-28",,"16.2",,
"PE000084444","CHACHAPOYAS, PE","2024-04-29",,"17.7",,
"PE000084444","CHACHAPOYAS, PE","2024-04-30",,"18.8",,
"PE000084444","CHACHAPOYAS, PE","2024-05-02",,"19.7",,
"PE000084444","CHACHAPOYAS, PE","2024-05-03",,"18.7",,
"PE000084444","CHACHAPOYAS, PE","2024-05-04",,"16.9",,
"PE000084444","CHACHAPOYAS, PE","2024-05-05",,"15.4",,
"PE000084444","CHACHAPOYAS, PE","2024-05-06",,"19.4",,
"PE000084444","CHACHAPOYAS, PE","2024-05-07",,"17.3",,
"PE000084444","CHACHAPOYAS, PE","2024-05-08",,"17.5",,
"PE000084444","CHACHAPOYAS, PE","2024-05-09",,"17.5",,
"PE000084444","CHACHAPOYAS, PE","2024-05-10",,"17.7",,
"PE000084444","CHACHAPOYAS, PE","2024-05-11",,"18.8",,
"PE000084444","CHACHAPOYAS, PE","2024-05-12",,"17.2",,
"PE000084444","CHACHAPOYAS, PE","2024-05-13",,"18.1",,
"PE000084444","CHACHAPOYAS, PE","2024-05-14",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2024-05-15",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-05-16",,"16.8",,
"PE000084444","CHACHAPOYAS, PE","2024-05-17",,"18.7",,
"PE000084444","CHACHAPOYAS, PE","2024-05-18",,"17.9",,
"PE000084444","CHACHAPOYAS, PE","2024-05-19",,"15.6",,
"PE000084444","CHACHAPOYAS, PE","2024-05-20",,"18.7",,
"PE000084444","CHACHAPOYAS, PE","2024-05-21",,"19.2",,
"PE000084444","CHACHAPOYAS, PE","2024-05-22",,"19.1",,
"PE000084444","CHACHAPOYAS, PE","2024-05-23",,"18.9",,
"PE000084444","CHACHAPOYAS, PE","2024-05-24",,"18.1",,
"PE000084444","CHACHAPOYAS, PE","2024-05-25",,"16.3",,
"PE000084444","CHACHAPOYAS, PE","2024-05-27",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-05-28",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2024-05-29",,"18.2",,
"PE000084444","CHACHAPOYAS, PE","2024-05-30",,"18.1",,
"PE000084444","CHACHAPOYAS, PE","2024-05-31",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-06-01",,"18.3",,
"PE000084444","CHACHAPOYAS, PE","2024-06-02",,"16.2",,
"PE000084444","CHACHAPOYAS, PE","2024-06-03",,"18.7",,
"PE000084444","CHACHAPOYAS, PE","2024-06-04",,"15.4",,
"PE000084444","CHACHAPOYAS, PE","2024-06-05",,"16.7",,
"PE000084444","CHACHAPOYAS, PE","2024-06-06",,"17.7",,
"PE000084444","CHACHAPOYAS, PE","2024-06-07",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2024-06-08",,"17.2",,
"PE000084444","CHACHAPOYAS, PE","2024-06-09",,"15.6",,
"PE000084444","CHACHAPOYAS, PE","2024-06-10",,"17.3",,
"PE000084444","CHACHAPOYAS, PE","2024-06-11",,"17.4",,
"PE000084444","CHACHAPOYAS, PE","2024-06-12",,"17.3",,
"PE000084444","CHACHAPOYAS, PE","2024-06-13",,"16.6",,
"PE000084444","CHACHAPOYAS, PE","2024-06-14",,"17.9",,
"PE000084444","CHACHAPOYAS, PE","2024-06-15",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2024-06-16",,"14.6",,
"PE000084444","CHACHAPOYAS, PE","2024-06-17",,"15.9",,
"PE000084444","CHACHAPOYAS, PE","2024-06-18",,"18.1",,
"PE000084444","CHACHAPOYAS, PE","2024-06-19",,"17.6",,
"PE000084444","CHACHAPOYAS, PE","2024-06-20",,"16.3",,
"PE000084444","CHACHAPOYAS, PE","2024-06-21",,"13.8",,
"PE000084444","CHACHAPOYAS, PE","2024-06-22",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-06-23",,"16.2",,
"PE000084444","CHACHAPOYAS, PE","2024-06-24",,"17.8",,
"PE000084444","CHACHAPOYAS, PE","2024-06-25",,"18.3",,
"PE000084444","CHACHAPOYAS, PE","2024-06-26",,"16.4",,
"PE000084444","CHACHAPOYAS, PE","2024-06-27",,"17.4",,
"PE000084444","CHACHAPOYAS, PE","2024-06-28",,"17.7",,
"PE000084444","CHACHAPOYAS, PE","2024-06-29",,"16.6",,
"PE000084444","CHACHAPOYAS, PE","2024-06-30",,"15.0",,
"PE000084444","CHACHAPOYAS, PE","2024-07-01",,"16.3",,
"PE000084444","CHACHAPOYAS, PE","2024-07-02",,"16.4",,
"PE000084455","TARAPOTO, PE","2023-11-01",,"31.4",,"23.3"
"PE000084455","TARAPOTO, PE","2023-11-02",,"27.3","35.3",
"PE000084455","TARAPOTO, PE","2023-11-03",,"29.8",,"20.9"
"PE000084455","TARAPOTO, PE","2023-11-04",,"28.5",,"23.7"
"PE000084455","TARAPOTO, PE","2023-11-05",,"25.3",,"22.2"
"PE000084455","TARAPOTO, PE","2023-11-06",,"27.4",,"22.3"
"PE000084455","TARAPOTO, PE","2023-11-07",,"31.3",,"21.8"
"PE000084455","TARAPOTO, PE","2023-11-08",,"30.8",,"22.7"
"PE000084455","TARAPOTO, PE","2023-11-09",,"26.2",,
"PE000084455","TARAPOTO, PE","2023-11-10",,"28.8",,"22.0"
"PE000084455","TARAPOTO, PE","2023-11-11",,"29.2",,"23.8"
"PE000084455","TARAPOTO, PE","2023-11-12",,"30.2",,
"PE000084455","TARAPOTO, PE","2023-11-13",,"30.5",,
"PE000084455","TARAPOTO, PE","2023-11-14",,"30.7",,"24.6"
"PE000084455","TARAPOTO, PE","2023-11-15","4.1","29.5",,"23.7"
"PE000084455","TARAPOTO, PE","2023-11-16","0.0","29.7",,"23.5"
"PE000084455","TARAPOTO, PE","2023-11-17",,"29.8","36.2","22.9"
"PE000084455","TARAPOTO, PE","2023-11-18",,"31.6",,"21.9"
"PE000084455","TARAPOTO, PE","2023-11-19",,"30.0",,"22.9"
"PE000084455","TARAPOTO, PE","2023-11-20",,"28.6",,
"PE000084455","TARAPOTO, PE","2023-11-21",,"30.2",,"23.8"
"PE000084455","TARAPOTO, PE","2023-11-22",,"32.1",,"23.2"
"PE000084455","TARAPOTO, PE","2023-11-23",,"30.3",,"24.7"
"PE000084455","TARAPOTO, PE","2023-11-24",,"29.7",,"22.3"
"PE000084455","TARAPOTO, PE","2023-11-25",,"31.3",,"23.7"
"PE000084455","TARAPOTO, PE","2023-11-26","9.9","25.9",,"22.5"
"PE000084455","TARAPOTO, PE","2023-11-27","22.1","26.4",,"22.7"
"PE000084455","TARAPOTO, PE","2023-11-28","5.1","29.1",,"23.0"
"PE000084455","TARAPOTO, PE","2023-11-29","2.0","30.3",,"22.4"
"PE000084455","TARAPOTO, PE","2023-11-30","0.0","27.4",,"22.4"
"PE000084455","TARAPOTO, PE","2023-12-01","7.1","28.6",,"22.8"
"PE000084455","TARAPOTO, PE","2023-12-02","0.0","29.5",,"20.9"
"PE000084455","TARAPOTO, PE","2023-12-03",,"30.3",,"21.3"
"PE000084455","TARAPOTO, PE","2023-12-04",,"29.9",,"21.9"
"PE000084455","TARAPOTO, PE","2023-12-05",,"26.7",,
"PE000084455","TARAPOTO, PE","2023-12-06",,"25.9",,"22.6"
"PE000084455","TARAPOTO, PE","2023-12-07",,"28.0",,"21.5"
"PE000084455","TARAPOTO, PE","2023-12-08",,"25.7",,"22.4"
"PE000084455","TARAPOTO, PE","2023-12-09",,"25.8",,"23.5"
"PE000084455","TARAPOTO, PE","2023-12-10","2.0","27.7",,"22.3"
"PE000084455","TARAPOTO, PE","2023-12-11","0.0","29.4",,"21.7"
"PE000084455","TARAPOTO, PE","2023-12-12",,"31.1",,"24.4"
"PE000084455","TARAPOTO, PE","2023-12-13",,"31.2",,"24.2"
"PE000084455","TARAPOTO, PE","2023-12-14","2.0","28.8",,"24.2"
"PE000084455","TARAPOTO, PE","2023-12-15","0.0","29.2",,"23.7"
"PE000084455","TARAPOTO, PE","2023-12-16",,"27.7",,"24.0"
"PE000084455","TARAPOTO, PE","2023-12-17",,"25.8",,
"PE000084455","TARAPOTO, PE","2023-12-18",,"27.6",,"22.0"
"PE000084455","TARAPOTO, PE","2023-12-19",,"29.6",,
"PE000084455","TARAPOTO, PE","2023-12-20",,"31.1",,"23.5"
"PE000084455","TARAPOTO, PE","2023-12-21",,"29.6",,"23.3"
"PE000084455","TARAPOTO, PE","2023-12-22","0.3","27.2",,"23.7"
